feat_acc,type=closest_bed=1469-gELF3-myc-elf3-1xELF4-ox-ZT10-17C_S16_peaks_radius=1_feat=genes.gtf.cds_type=firstByKey,type=closest_bed=1469-gELF3-myc-elf3-1xELF4-ox-ZT10-27C_S17_peaks_radius=1_feat=genes.gtf.cds_type=firstByKey,type=closest_bed=4195-11-27C_S15_peaks_radius=1_feat=genes.gtf.cds_type=firstByKey,type=closest_bed=4195-8-1-17C_S12_peaks_radius=1_feat=genes.gtf.cds_type=firstByKey,type=closest_bed=4195-8-1-27C_S13_peaks_radius=1_feat=genes.gtf.cds_type=firstByKey,type=closest_bed=HDAC-22-4DAG_S18_peaks_radius=1_feat=genes.gtf.cds_type=firstByKey,type=closest_bed=HDAC-27-4DAG_S19_peaks_radius=1_feat=genes.gtf.cds_type=firstByKey,type=closest_bed=gELF3myc-17C_S10_peaks_radius=1_feat=genes.gtf.cds_type=firstByKey,type=closest_bed=pCAMTA2-22C-mock_S1_peaks_radius=1_feat=genes.gtf.cds_type=firstByKey,type=closest_bed=pCAMTA3-22C-cycloheximide_S6_peaks_radius=1_feat=genes.gtf.cds_type=firstByKey,type=closest_bed=pCAMTA3-22C-mock_S4_peaks_radius=1_feat=genes.gtf.cds_type=firstByKey,type=closest_bed=pICE1--ICE1-LD-22C-ZT0--22C-mock_S7_peaks_radius=1_feat=genes.gtf.cds_type=firstByKey,type=closest_bed=pICE1-ICE1-LD-22C-ZT0--22C-cycloheximide_S9_peaks_radius=1_feat=genes.gtf.cds_type=firstByKey
AT2G19160,2.05497,1.59346,3.02925,2.47671,2.81751,,2.45762,2.21872,2.42873,2.66613,3.1185400000000003,2.63251,2.61702
AT2G19170,1.8363,1.84757,2.00227,1.93283,2.74744,,2.78867,2.49731,2.56314,2.62476,2.32356,1.68587,1.62677
AT2G19180,2.18301,1.94813,2.97905,2.17794,2.95505,,2.14381,1.96517,2.49271,2.37753,2.27734,2.13879,1.6494
AT2G19190,2.9340200000000003,2.22512,,2.2998,,,3.58544,2.62212,1.82641,,,2.21489,1.42908
AT2G19210,,2.36898,1.58241,1.7888099999999998,2.71361,,2.38825,2.12252,2.30826,1.97084,2.02699,2.21489,1.98091
AT2G19220,2.20216,,1.54375,,2.28258,,2.14381,,,,2.06818,,
AT2G19230,1.85537,,2.49647,3.39874,2.71361,,2.78867,2.50844,1.94687,2.05775,1.78443,1.92785,2.33712
AT2G19240,2.16355,2.31705,2.76942,2.85876,2.28668,,2.85842,2.78165,1.88752,,2.08781,1.67608,1.98091
AT2G19260,2.16355,2.31705,2.67407,2.32545,3.14055,,3.18706,2.42042,2.5491900000000003,2.31848,1.90571,2.12509,2.33712
AT2G19270,1.85537,,3.02925,2.8621,2.99824,,2.78867,2.21872,2.30826,2.05775,2.63341,3.02311,1.90967
AT2G19280,,,3.02925,3.21986,2.99824,,3.58544,2.27857,2.1878,2.4923,2.63341,3.02311,2.08012
AT2G19290,,,2.14129,1.9654,,,1.90954,2.42042,,,2.05994,2.3916,
AT2G19300,2.61116,1.95015,2.84432,3.34656,3.22886,,2.33885,,3.05543,2.13294,2.50582,2.93331,2.1996900000000004
AT2G19310,2.61116,1.95015,2.84432,3.34656,3.22886,,3.58544,2.62212,3.05543,2.13294,2.50582,2.93331,2.1996900000000004
AT2G19320,2.61116,1.95015,2.84432,3.34656,3.22886,,3.58544,2.62212,3.05543,2.13294,2.63341,2.93331,2.26587
AT2G19330,2.61116,1.95015,2.84432,3.34656,3.22886,,3.58544,2.62212,3.05543,2.13294,2.50582,2.93331,2.1996900000000004
AT2G19340,2.58462,1.60867,3.20685,2.50434,2.5713,,2.78867,3.02552,2.27117,2.3582,1.95142,2.7537,2.14165
AT2G19350,1.85537,1.92534,2.67407,2.68322,2.85592,,2.78867,3.02552,2.27117,2.4923,2.63341,2.6639,2.26587
AT2G19360,2.58462,1.60867,3.20685,2.50434,2.5713,,2.78867,2.61915,2.27117,2.3582,1.95142,2.7537,2.14165
AT2G19380,2.00946,1.94934,1.96369,2.50434,,,2.14381,,2.66965,,2.02699,2.5741,2.12339
AT2G19385,2.00946,1.7654900000000002,3.02925,2.32274,2.42607,,2.39029,2.62212,3.27197,2.4923,2.51213,2.53318,1.81673
AT2G19390,2.47174,2.04127,2.14129,2.28456,1.76323,,2.2022,2.21872,1.82641,1.57443,2.3908400000000003,2.21489,1.7171299999999998
AT2G19400,2.0470200000000003,2.22512,3.20685,1.7888099999999998,2.28668,,2.15488,2.1033,2.06733,1.59135,1.90571,1.85568,1.69595
AT2G19410,2.33945,1.74273,,,,,1.90568,,,,1.62618,,
AT2G19420,2.33945,1.74273,,,,,2.4274,,,,1.62618,,
AT2G19430,2.31849,2.00535,2.84653,2.09871,2.69224,,2.67336,1.90026,3.11475,2.29162,2.4782900000000003,1.72512,2.09831
AT2G19440,2.31488,1.91893,,,2.14437,,2.50112,2.25941,2.06733,2.06343,1.62618,2.00297,2.19463
AT2G19450,2.0470200000000003,,,2.42795,,,1.87162,,,1.48328,,,1.70253
AT2G19460,2.35763,,1.42552,2.48907,2.34831,,2.31491,,2.37557,,1.82248,1.7011,1.93427
AT2G19470,2.9340200000000003,1.84643,2.49647,2.32545,2.28668,,2.39029,2.24786,2.66965,1.97084,2.18494,2.061,2.40836
AT2G19480,2.9340200000000003,1.84643,2.49647,2.32545,3.1136,,2.39029,2.24786,2.66965,1.97084,2.18494,2.18934,2.40836
AT2G19490,2.00946,1.84237,2.49647,1.71123,2.81751,,2.39029,,2.66965,1.93217,2.18494,2.061,2.47858
AT2G19500,2.34615,2.46545,2.165,2.08401,,,2.6280900000000003,2.30467,,1.82357,,,
AT2G19510,2.34615,,1.9473,,,,2.31966,,,,,,
AT2G19520,,,,2.59774,2.22113,,2.31966,1.75275,,2.49747,2.08781,2.67066,
AT2G19530,1.70127,2.31705,2.30962,1.93748,1.64621,,2.46272,1.48127,,2.23157,2.20568,2.1068,1.88711
AT2G19540,2.47174,2.31705,2.85166,1.66585,2.86666,,2.78867,2.62212,,2.4923,2.20568,1.94548,
AT2G19550,2.77993,2.31705,2.85166,2.65362,2.42899,,2.39029,,2.5491900000000003,1.91432,2.75469,2.21489,2.19463
AT2G19560,2.3313900000000003,1.92073,2.49647,2.8621,2.42899,,3.18706,2.1033,2.1878,2.05775,1.90571,2.6639,2.19463
AT2G19570,2.13991,1.92073,2.49647,2.8621,2.42899,,,2.07113,2.1878,2.05775,1.90571,2.6639,2.19463
AT2G19580,1.92689,2.23183,3.02925,3.16663,2.5713,,2.54445,1.81531,2.42873,2.83995,2.3908400000000003,2.39449,2.12339
AT2G19590,1.92689,2.23183,2.25343,3.16663,2.04097,,2.54445,1.41088,2.27746,1.97084,2.14828,1.92785,2.49895
AT2G19600,1.92689,2.23183,2.25343,3.16663,2.04097,,2.54445,1.41088,2.27746,2.01738,2.06818,2.10368,2.49895
AT2G19610,1.85537,,2.21597,2.50434,2.00206,,2.39029,3.02552,1.95459,2.05775,2.02699,1.94571,1.83843
AT2G19620,2.61402,2.19999,2.85166,1.7888099999999998,2.00206,,2.78629,2.42042,2.30826,2.66613,1.90571,,1.76135
AT2G19630,2.47174,,3.1142,2.63127,2.55005,,2.78629,2.42042,3.05543,2.66613,2.40883,2.32228,2.4258900000000003
AT2G19640,1.7698200000000002,1.55303,2.85166,1.7888099999999998,2.28668,,2.78629,2.42042,2.30826,2.66613,1.90571,2.11741,2.06324
AT2G19650,2.00946,2.1332,2.14129,2.68322,3.42517,,2.50112,2.21872,2.66965,2.83995,2.75469,2.6639,2.68625
AT2G19660,1.70127,,2.68889,3.36125,2.69936,,2.85842,,2.80269,3.03985,3.11903,2.8042,2.47858
AT2G19670,1.68664,2.1332,2.67407,2.65362,2.71361,,2.67336,,2.80269,2.23157,2.26956,2.84351,2.26587
AT2G19680,1.70127,1.60867,2.68889,3.36125,2.69936,,2.85842,,2.80269,3.03985,3.11903,2.8042,2.47858
AT2G19690,1.68664,1.7594,2.68889,3.36125,2.69936,,2.67336,,2.80269,,1.91805,2.8042,2.47858
AT2G19700,2.33945,,3.20685,1.96769,2.55005,,3.18706,2.21872,2.06222,2.23157,1.78443,2.12509,2.12339
AT2G19710,2.33945,2.1332,2.67407,2.65362,2.71361,,2.39029,2.21872,2.22434,2.23157,2.26956,2.84351,2.26587
AT2G19720,3.03456,2.03208,2.87528,3.2460400000000003,2.84086,,2.43366,2.62212,2.10767,2.24026,2.4782900000000003,2.77129,2.31682
AT2G19730,1.49924,,2.21597,2.65362,2.69936,,2.43366,2.27857,2.30826,2.31848,2.3771,2.77129,2.25975
AT2G19740,3.03456,2.03208,2.87528,3.2460400000000003,2.84086,,2.43366,2.62212,2.10767,2.24026,2.4782900000000003,2.77129,2.25975
AT2G19750,3.03456,2.03208,2.87528,3.2460400000000003,2.84086,,2.43366,2.62212,2.10767,2.24026,2.4782900000000003,2.1722200000000003,2.31682
AT2G19760,2.20072,,,1.59717,,,2.88017,3.08731,,,,,
AT2G19770,2.6284400000000003,2.05201,2.0583400000000003,2.25452,1.88024,,3.21572,2.40364,1.62766,2.19817,1.62618,1.60237,1.88194
AT2G19780,,,1.42552,2.13059,1.88024,,3.21572,2.40364,1.80113,2.19817,1.62618,1.62327,
AT2G19790,,,2.3204,2.13059,,,1.74373,,1.89115,1.62365,1.76465,1.92491,1.82499
AT2G19800,2.47674,1.74273,3.34121,2.064,2.15938,,1.5392,2.8044,3.65072,1.85504,3.04369,2.07538,2.03824
AT2G19802,,2.20313,3.00417,1.83826,1.96893,,2.27303,,2.00925,,,1.8683,
AT2G19810,,1.73632,,,2.14358,,1.90184,2.08477,1.92805,,1.9055,,1.6490200000000002
AT2G19820,,,,,,,,2.27857,,,,,
AT2G19830,2.16355,,2.0583400000000003,2.50434,2.68378,,2.78867,,1.94687,2.3582,,1.76588,2.13246
AT2G19850,2.62583,,2.14129,1.4001,,,2.78867,1.61361,,,1.99695,,
AT2G19860,,1.7503099999999998,2.14129,1.60993,1.88138,,2.78867,,1.65634,,1.82079,,2.05215
AT2G19870,2.47174,1.94934,1.9007,2.85876,2.35595,,1.99191,2.21872,2.17528,2.3582,1.91809,2.37856,2.26587
AT2G19880,2.07193,2.96054,3.38444,2.50434,1.4633,,2.39029,,2.03411,1.93217,2.26956,2.21489,2.33712
AT2G19890,2.00946,2.04127,2.14129,2.8621,2.71361,,2.78867,2.42042,2.30826,2.18779,2.02699,2.6639,1.98091
AT2G19893,2.47174,1.85741,2.31888,2.68322,2.28258,,3.18706,2.42042,2.06733,1.93217,2.51213,1.76588,1.90967
AT2G19900,2.00946,,2.0583400000000003,2.65362,2.14437,,2.78867,2.42042,2.06733,2.05775,2.14828,2.03528,1.76719
AT2G19910,,1.46616,2.49647,2.32545,1.85975,,3.18706,2.42042,2.16984,,2.26956,2.39449,2.26587
AT2G19920,1.92759,1.85741,2.21597,2.2998,2.14437,,2.14381,2.21872,1.94687,1.6232,2.14828,,1.76719
AT2G19930,2.47673,,2.49647,2.47671,2.28393,,2.78867,2.62212,1.94687,2.05775,2.20301,,2.19463
AT2G19940,1.70127,1.58163,2.31888,1.94599,2.28393,,2.39029,2.62212,1.94687,2.05775,2.20301,,1.83843
AT2G19950,2.00946,2.13895,2.21597,2.2998,2.41632,,2.50112,2.93568,2.1878,2.57921,1.61944,2.93331,2.12339
AT2G19960,2.00946,2.1332,2.31888,2.6446400000000003,2.41632,,2.39029,2.42042,2.1878,2.57921,2.26956,2.93331,2.12339
AT2G19970,1.94961,2.03208,2.49329,,1.99347,,2.14381,2.93568,,,1.68852,,1.72291
AT2G19980,,2.09177,2.67407,,,,2.15488,2.42042,1.82641,,,1.67608,2.12339
AT2G19990,2.31765,2.22512,2.67407,2.8621,1.85975,,2.39029,2.42042,2.06733,2.14466,2.14828,1.77401,2.12339
AT2G20000,1.56651,2.50091,3.02925,2.50434,2.71361,,2.78867,2.42042,2.30826,2.4923,2.14828,2.84351,2.05215
AT2G20010,2.00946,1.61544,2.31888,1.96769,2.00206,,1.99191,,1.94687,2.40539,1.78443,,1.76719
AT2G20020,1.89587,1.61544,1.96369,1.7888099999999998,2.42899,,1.96941,,1.54609,2.05775,2.02699,2.3046900000000003,2.19463
AT2G20030,3.08443,1.59945,2.67407,2.14657,2.84086,,3.27144,2.54776,2.1878,2.4923,1.95142,2.5741,2.12339
AT2G20050,1.98545,,2.49647,2.32545,2.14437,,2.6290400000000003,2.01701,,,2.26956,,1.83843
AT2G20060,1.56651,,2.99803,2.31773,2.24254,,2.15488,2.07656,1.8364,,2.25343,2.47591,1.89866
AT2G20070,2.32492,2.11906,2.99803,2.84862,2.24254,,3.01555,2.07656,1.91993,2.07635,2.48206,2.4967200000000003,1.89866
AT2G20080,,1.79452,2.07878,2.05685,1.96519,,2.46272,,,1.81093,1.90721,,
AT2G20100,2.09002,2.4678,2.14768,1.80311,,,3.31521,,,1.83177,,1.58596,
AT2G20110,2.5218,2.31947,2.05286,2.50434,,,2.77056,,,,1.77757,,
AT2G20120,2.61402,1.85983,1.96143,2.50434,,,2.78867,2.62212,2.30544,,1.95142,1.94571,
AT2G20130,2.61402,,1.96369,2.50434,2.68378,,2.72866,2.62212,2.38509,1.91195,2.3908400000000003,2.19503,1.61669
AT2G20140,2.61402,1.85983,1.96369,2.50434,2.68378,,,2.62212,2.30544,,2.3908400000000003,1.94571,
AT2G20142,2.31765,2.24724,1.96369,2.50434,1.96624,,2.72866,2.56872,2.38509,2.09705,2.3908400000000003,2.19503,2.30446
AT2G20150,2.12686,2.24724,1.90822,2.4976,1.96624,,3.0784,2.56872,2.38509,2.09705,2.26072,2.19503,2.30446
AT2G20160,2.27796,1.49377,,,,,2.74284,,,,,1.64943,1.7019099999999998
AT2G20170,1.92689,1.49377,3.34795,2.18722,2.14358,,2.59449,2.44449,,1.91432,2.02481,2.07009,2.77517
AT2G20180,1.94537,,,,,,2.22167,3.62203,,,,,
AT2G20190,1.81941,1.58333,2.31888,2.50434,2.42899,,3.18706,,2.42873,2.31848,2.53523,2.21489,
AT2G20208,2.00946,1.58333,2.31888,2.50434,2.42899,,3.18706,,2.42873,2.31848,2.53523,2.21489,
AT2G20210,2.00946,1.94934,2.53125,2.8621,2.28668,,2.78867,2.62212,2.42873,2.92686,2.28675,2.20326,2.33712
AT2G20230,2.20216,,2.31888,2.14657,2.18633,,2.78867,2.18558,2.42576,2.92686,2.26956,1.94548,2.33712
AT2G20240,2.51168,2.09128,2.14129,2.70297,2.28668,,3.18706,2.42042,1.94687,,1.95142,2.03528,2.12339
AT2G20250,4.01267,5.90222,2.14129,3.00743,3.42517,,2.39029,11.29528,2.66965,2.57921,1.90571,2.7537,2.05215
AT2G20260,4.01267,5.90222,1.96369,2.68322,2.85592,,2.39029,11.29528,2.30826,2.40539,2.41846,2.71836,1.90967
AT2G20270,1.44639,1.54485,1.99653,3.00743,3.42517,,2.39029,,2.02055,2.31848,2.51213,2.7537,2.12339
AT2G20280,1.68664,1.54485,1.99653,3.00743,2.85592,,2.77056,2.12682,2.02055,1.97084,2.02699,1.77761,1.42908
AT2G20290,2.52752,2.34019,2.49647,1.94599,,,2.29145,2.0873,2.13567,2.01738,,2.39449,2.12339
AT2G20300,1.95893,2.04127,2.49647,2.8621,2.5713,,2.39029,2.42042,2.66965,3.01377,3.23983,2.3046900000000003,2.33712
AT2G20310,,1.85579,,1.99373,2.19721,,2.93626,,,1.78151,1.89311,1.46373,1.73914
AT2G20320,1.49924,2.22512,2.84524,2.02237,2.41632,,2.93626,,2.20558,2.83995,2.51213,2.79831,2.09362
AT2G20330,2.33945,2.1332,,1.60993,1.85975,,1.99191,,,,,,
AT2G20340,2.33945,1.60445,2.31888,1.94599,2.28668,,,,,1.97084,2.02699,1.94548,1.89552
AT2G20350,2.35558,1.95015,,2.25726,,,2.52015,1.83136,1.82641,2.12458,,1.67608,
AT2G20360,2.35558,2.50091,2.49647,2.25726,,,3.18706,1.83136,2.30826,2.23157,2.02699,2.3046900000000003,2.33712
AT2G20362,2.62583,1.7654900000000002,2.67407,3.04098,2.42899,,3.98382,2.21872,2.06733,2.23157,2.02699,2.6639,2.05215
AT2G20370,2.62583,2.00831,2.67407,3.04098,2.42899,,3.98382,2.21872,3.75383,2.78423,2.3908400000000003,3.3823199999999995,2.34013
AT2G20380,,,2.85166,2.68322,2.5713,,2.78867,1.81531,2.30826,2.14466,2.3908400000000003,2.12509,1.83843
AT2G20390,2.31765,,2.31888,2.6446400000000003,2.42899,,2.39029,,2.30826,2.10258,2.14828,2.8042,2.12339
AT2G20400,2.31765,,2.31888,2.68322,2.5713,,2.78867,1.81531,2.30826,2.14466,2.14828,2.8042,2.12339
AT2G20410,2.31765,,2.23836,2.50434,2.42899,,2.39029,1.74571,1.88752,2.10258,1.43856,2.09131,
AT2G20420,2.31765,1.94934,2.21597,3.04098,2.71361,,2.78867,,2.1878,2.31848,2.51213,2.12509,2.4796
AT2G20430,2.00946,1.84237,2.49647,2.47671,2.5713,,2.78867,,2.27746,2.01738,1.82079,2.39449,1.62471
AT2G20440,,2.25722,2.67407,2.50434,2.41632,,2.39029,2.82382,2.06733,2.40539,2.02699,1.94548,2.19463
AT2G20450,1.85537,2.25722,2.49647,2.50434,2.5713,,2.39029,2.82382,2.27746,2.01738,1.83466,2.39449,1.62471
AT2G20453,,2.25722,2.67407,2.50434,2.41632,,2.39029,2.82382,2.06733,2.40539,2.02699,1.94548,2.19463
AT2G20463,2.01761,,2.29714,1.96769,2.01512,,2.72866,,1.7817599999999998,,,,
AT2G20465,1.92759,,2.67407,2.32545,2.28668,,2.78867,1.75275,2.1878,1.88393,,2.03528,2.12339
AT2G20470,2.47174,2.40898,2.14129,2.47671,1.67133,,3.33578,,2.18513,2.06343,2.18494,1.68816,2.40836
AT2G20480,2.00946,1.94934,2.71605,3.39874,2.5713,,2.39029,,1.94687,1.97084,2.26956,2.25653,1.99816
AT2G20490,2.47174,2.40898,2.14129,2.47671,1.67133,,3.33578,,2.18513,2.06343,2.18494,1.68816,2.40836
AT2G20495,2.00946,1.94934,2.49647,3.39874,2.5713,,3.33578,,2.18513,1.97084,2.26956,1.85568,1.93149
AT2G20500,1.92759,1.85741,2.85166,2.32545,2.42899,,2.39029,3.02552,2.66965,2.23157,2.26956,2.21489,2.13246
AT2G20510,2.00946,1.85741,3.02925,2.32545,2.85592,,2.39029,2.50844,2.5491900000000003,,2.51213,2.21489,2.13246
AT2G20515,2.00946,,2.31888,2.14657,2.85592,,2.39029,,2.5491900000000003,,2.51213,1.94548,1.98091
AT2G20520,2.00946,1.85741,3.02925,2.32545,2.85592,,2.39029,2.50844,2.5491900000000003,,2.51213,2.21489,2.13246
AT2G20530,2.00946,,2.31888,2.14657,2.85592,,2.39029,,2.5491900000000003,,2.51213,1.94548,1.98091
AT2G20540,2.00946,,2.14129,2.47671,2.00206,,2.39029,,2.30826,2.23157,1.83466,2.21489,1.90967
AT2G20550,2.01761,,2.67407,2.68322,2.5713,,2.39029,2.42042,2.02441,2.14466,2.63341,2.3046900000000003,1.78635
AT2G20560,2.0695,1.86817,2.67407,1.96769,1.87865,,2.39029,2.01828,2.23789,1.88393,1.62618,2.03528,2.16382
AT2G20562,2.47174,1.86817,1.99653,,1.87865,,2.39029,2.01828,2.23789,1.88393,1.62618,1.40202,2.16382
AT2G20570,2.47174,2.1229400000000003,,1.66585,2.69224,,2.39029,2.01473,2.66965,1.61141,,2.00297,
AT2G20580,2.31765,2.42316,2.49647,2.14657,2.28668,,2.85842,2.21872,1.82641,2.14466,2.02699,2.03528,1.73842
AT2G20585,2.47174,1.67488,2.37361,2.2998,,,2.78867,2.42042,2.30826,2.83995,2.3908400000000003,2.12509,1.78635
AT2G20590,2.77993,2.19492,2.31888,2.2998,2.42899,,1.97353,1.76618,1.82641,2.05775,2.26956,2.6639,2.62208
AT2G20595,1.82982,2.20287,,,,,,1.85281,,,,,
AT2G20597,2.65218,,1.90706,1.71123,1.79463,,1.81747,1.85281,,,1.98335,,
AT2G20605,1.82982,2.20287,,,,,,,,,,,
AT2G20610,2.47674,2.14666,,1.98398,1.84078,,2.46272,1.57747,2.8903,1.88565,1.62618,1.70812,2.01055
AT2G20613,1.92759,1.86397,1.89844,2.02237,2.71035,,2.59961,2.40843,,,1.85454,,
AT2G20616,2.3435200000000003,1.86397,,2.02237,2.71035,,1.96325,2.40843,,,,,
AT2G20618,1.92759,1.86397,1.89844,2.02237,2.71035,,2.59961,2.40843,,,1.85454,,
AT2G20619,2.3435200000000003,1.86397,,2.02237,2.71035,,1.96325,2.40843,,,,,
AT2G20620,2.69713,,2.46896,1.50395,2.26372,,2.39029,1.92674,2.0432200000000003,2.3582,2.0163,2.11271,
AT2G20625,2.88797,2.20511,2.81626,2.6375900000000003,2.54924,,2.37571,2.70139,2.62675,2.53804,2.76875,1.82319,2.15891
AT2G20630,1.56651,2.22512,2.49647,2.08231,2.71361,,2.46272,2.01701,2.62675,2.53804,2.26956,2.02304,1.99402
AT2G20635,2.88797,1.86418,2.81626,2.6375900000000003,2.71361,,2.46272,2.12682,2.62675,2.53804,2.26956,2.02304,2.15891
AT2G20650,2.06488,2.1332,2.25201,1.85829,,,2.50112,,2.30826,2.07971,2.55928,1.53843,
AT2G20660,2.06488,2.1332,2.25201,2.2998,1.88024,,2.50112,,2.30826,2.07971,2.55928,1.53843,
AT2G20670,1.60602,,2.16964,,2.73047,,1.84704,3.24329,,2.02088,2.55928,,
AT2G20680,2.61884,1.59346,2.67407,2.32545,3.28286,,1.98811,3.28027,2.23789,2.273,2.26956,2.4843,2.40836
AT2G20690,2.16355,2.04127,2.67407,2.83052,3.28286,,2.78867,1.81531,2.1878,2.69902,2.26956,2.4843,2.40836
AT2G20700,2.00946,,3.02925,3.04098,3.14055,,2.78867,2.12252,2.1878,2.3582,2.3017,2.93331,1.98091
AT2G20710,2.00946,2.1332,3.38444,3.39874,2.99824,,2.78867,2.21872,2.66965,2.69902,2.26956,2.39449,1.90967
AT2G20720,2.1296,1.4810299999999998,2.53125,2.46682,2.5713,,1.99191,2.01701,2.30826,2.4923,2.02699,2.3046900000000003,2.19463
AT2G20725,2.77993,2.31705,2.85166,3.00743,2.71361,,2.39029,2.42042,2.30826,2.23157,2.75469,2.37496,2.19463
AT2G20740,2.76742,2.1332,2.85166,3.00743,2.71361,,2.39029,3.02552,3.40581,2.23157,2.75469,3.02311,2.19463
AT2G20750,2.51168,1.62087,2.14129,3.57762,2.5713,,2.50112,2.1033,2.42873,2.05775,2.87598,2.03528,2.05215
AT2G20760,,,2.67407,3.57762,2.71361,,3.18706,2.42042,2.49271,2.4923,2.63341,2.37856,2.40836
AT2G20770,2.16355,1.94934,2.25313,3.57762,2.85592,,2.50112,2.21872,2.49271,2.31848,2.63341,2.39449,2.40836
AT2G20780,2.16355,1.59945,2.14129,2.14657,3.14055,,3.58544,2.62212,2.79012,2.23157,2.26956,2.39449,2.76456
AT2G20784,2.16355,1.59945,2.67407,2.14657,2.71361,,3.18706,2.42042,2.1878,2.4923,2.3908400000000003,1.85568,2.12339
AT2G20790,,,2.67407,2.68322,2.28668,,3.18706,2.62212,2.66965,2.4923,2.3908400000000003,2.12509,2.12339
AT2G20800,2.31765,2.40898,2.14129,2.14657,2.14437,,2.39029,2.62212,2.1878,2.21254,2.41846,2.11428,2.12339
AT2G20805,2.31765,2.40898,2.53125,2.14657,2.28668,,3.18706,2.62212,2.1878,2.4923,2.3908400000000003,1.94571,2.12339
AT2G20810,2.31765,2.40898,2.14129,2.14657,2.14437,,2.39029,2.62212,2.1878,2.21254,2.41846,2.11428,2.12339
AT2G20815,2.31765,,2.67407,2.14657,2.14437,,2.78867,2.21872,2.06733,1.9667,2.41846,2.11428,2.12339
AT2G20820,2.31765,1.7654900000000002,2.0583400000000003,2.25768,2.42899,,2.39029,2.21872,2.30826,2.24827,,2.35643,1.48446
AT2G20825,2.16355,2.17425,2.53125,2.68322,2.85592,,2.78867,2.82382,2.42873,2.40539,1.91809,2.6639,1.98091
AT2G20830,2.00946,,2.67407,2.50434,2.14437,,2.50112,2.42042,2.79012,2.23157,2.3908400000000003,2.37496,2.05215
AT2G20835,2.00946,1.67643,2.67407,2.14657,2.42899,,2.50112,2.42042,2.79012,2.23157,2.3908400000000003,2.5741,2.05215
AT2G20840,2.31488,1.85507,3.02925,2.32545,2.5713,,2.78867,,2.30826,2.14466,2.41846,2.5741,2.19463
AT2G20850,2.47174,2.04127,1.96369,2.50434,3.14055,,2.78867,,3.15151,2.23157,2.63341,2.21489,2.33712
AT2G20860,2.31765,,3.02925,2.14657,2.5713,,1.99191,1.81531,3.15151,2.23157,2.63341,2.21489,2.33712
AT2G20870,,,3.02925,2.17794,2.5713,,2.50112,2.21872,2.66965,2.23157,2.51213,2.4843,2.05215
AT2G20875,,,3.02925,3.04098,2.85592,,2.50112,2.21872,2.66965,2.23157,2.51213,2.4843,2.40538
AT2G20880,,,3.02925,3.04098,2.85592,,2.50112,2.21872,2.66965,2.23157,2.51213,2.4843,2.40538
AT2G20890,2.9340200000000003,1.50481,2.84653,3.04098,2.85592,,1.99191,2.01701,3.27197,2.36165,2.87598,2.7537,2.76456
AT2G20900,2.00946,,2.85166,2.68322,2.28668,,2.78867,2.62212,,,2.14828,1.94548,
AT2G20920,2.16355,,3.02925,3.04098,2.99824,,2.14381,1.78725,2.91058,2.40539,2.14828,3.47212,2.19463
AT2G20921,2.16355,1.7594,3.20685,2.47671,3.42517,,3.18706,2.12252,2.5491900000000003,2.40539,2.51213,2.7537,2.33422
AT2G20930,2.16355,,3.20685,2.50434,3.42517,3.8367,3.18706,2.01701,2.42873,2.40539,1.90571,2.5741,2.33422
AT2G20940,2.16355,1.7654900000000002,2.85166,2.50434,2.42899,3.8367,3.18706,2.01701,2.79012,2.66613,2.02699,2.5741,2.19463
AT2G20950,2.16355,1.7594,3.20685,2.47671,3.42517,3.8367,3.18706,2.12252,2.42873,2.40539,1.91809,2.7537,2.33422
AT2G20960,2.16355,1.7654900000000002,2.49647,3.04098,2.42899,,3.18706,,2.79012,3.15958,2.63341,2.5741,2.33712
AT2G20970,,2.22512,2.49647,3.04098,2.99824,,2.78867,2.21872,2.42873,3.96979,2.63341,2.5741,2.55084
AT2G20980,,1.67356,2.37361,2.49877,2.41632,,1.99191,,2.49271,2.57921,2.35541,2.46081,2.13246
AT2G20990,2.16355,1.94934,2.37361,2.49877,2.99824,,3.18706,2.42042,2.49271,2.57921,2.35541,2.4843,2.26587
AT2G21010,2.16355,2.59283,2.49647,1.96769,2.42899,,3.18706,2.82382,1.7059400000000002,,2.02699,2.4843,2.19463
AT2G21030,1.68664,,,1.95694,1.99076,,2.78867,,,2.3917200000000003,2.26386,2.1005700000000003,1.8986
AT2G21040,,1.85741,,,,,2.78867,,,,2.26386,,1.8986
AT2G21045,1.68664,,,1.95694,1.99076,,2.78867,,,2.3917200000000003,2.26386,2.1005700000000003,1.8986
AT2G21050,2.16715,1.83503,2.09405,2.44161,2.05026,,2.54445,2.1033,,2.24827,1.43856,1.47268,2.06324
AT2G21060,,,,,,,,2.21872,1.91993,1.47181,,2.12509,
AT2G21070,,,2.14129,1.7888099999999998,,,2.39029,2.21872,1.91993,1.83976,,2.12509,
AT2G21080,2.16355,2.04127,3.20685,2.50434,2.85592,,3.18706,2.82382,2.5491900000000003,1.83976,2.14828,2.12509,2.19463
AT2G21090,2.80647,1.3970200000000002,3.91722,2.7403,2.85592,,2.26847,,,2.01738,2.53523,2.8042,2.27091
AT2G21100,2.80647,1.85741,2.31888,2.7403,2.28668,,2.30041,1.81531,,1.91432,1.78443,2.32228,2.26587
AT2G21110,2.00946,1.85741,2.31888,2.46588,2.5713,,2.30041,1.81531,2.06733,2.0249,2.14828,2.32228,2.26587
